Circuit: * Z:\media\salim\home2\salim\KiCad\AM_FM_Transceiver\Draft1.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
Heightened Def Con from 0.0559805 ++++++++++++++++to 0.0559805
